Frequency,J Value
168,6.786990058683111e-06
169,0.0806947491413263
170,0.01191653038798146
171,0.04867666077103791
172,0.0043476365595743974
173,0.03717658112152439
174,0.07565137325628535
175,0.021564262741300327
176,0.13425557233623325
177,0.1163576044622483
178,0.13143269109611866
179,0.1562081953737168
180,0.00677433597324353
181,0.019488062853096674
182,0.012294742836868782
183,2.9644705131166262e-05
184,0.1612969277394588
185,0.09157013192076097
186,0.07947440634672592
187,0.015005278671468537
188,0.0271869291671824
189,0.001039315715074233
190,0.012411160405962731
191,0.025645795118179222
192,0.03384641922409448
193,0.031213470979309745
194,0.0006075827462109243
195,0.032755298585289985
196,0.007729344077072131
197,0.10718097640130059
198,0.03579816634708305
199,0.038225495036887436
200,0.0007071229392417114
201,0.04022030822840458
202,0.2694161331126692
203,0.04821886678872076
204,0.14156213996282457
205,0.13717123699690245
206,0.2071308232913853
207,0.04532746898231793
208,0.0012107025674742819
209,0.057268272218838255
210,0.00761496098152337
211,0.03420852199530151
212,0.029564467363193896
213,0.07922913878297322
214,0.07740146996573462
215,0.10105809619270877
216,0.005833985138130095
217,0.0007465235286924109
218,0.016107306445646823
219,0.05573494905616517
220,0.007445962819334767
221,0.007345479364615182
222,0.0008712748590659266
223,0.018524535450302235
224,0.07652407878695085
225,0.014082700225055386
226,0.017717590583897564
227,0.043859746873739565
228,0.06801962637729385
229,0.03388442136293219
230,0.02082724267193474
231,0.006131679476025244
232,0.034946078305822637
233,0.12166046877238826
234,0.00555974370544819
235,0.04946077775296811
236,0.0032854251042469
237,0.005784988240383877
238,0.002718973595607773
239,0.026474962828547798
240,0.05320838198912411
241,0.06433260131202995
242,0.11525367437421176
243,0.00514454048179995
244,0.0032655785758548953
245,0.0326966589625669
246,0.011936981988068902
247,0.12709900836503119
248,0.00015925362695778792
249,0.018120637215470237
250,0.07071512925206727
251,0.004105866100903585
252,0.00870184884323134
253,0.005113087533202542
254,0.06314427633479049
255,0.06053844287664216
256,0.001050580137441538
257,0.01251457874759971
258,0.18861052088056576
259,0.0074942907847016325
260,0.0287529815674376
261,0.002902957968319896
262,0.0276335589641369
263,0.013177687731259897
264,0.04999895580982447
265,0.10125022591586236
266,0.06609610151697537
267,0.03166275206461676
268,0.024140280115571205
269,0.0072859232644179915
270,0.01266673875171439
271,0.26756803201402135
272,0.009394247166799331
273,0.07368795756503907
274,0.008615608540585396
275,0.0016932476184746876
276,0.04489988638936125
277,0.07277643961265393
278,0.2668174860827008
279,0.05356120853167538
280,0.08080577638277803
281,0.40397796011359777
282,0.003930847094138464
283,0.06455824346014101
284,0.2025325119606919
285,0.005966281406934665
286,0.04771982983811087
287,0.012981580780752818
288,1.0326647736492472e-05
289,0.06760817263903236
290,0.17525580088841272
291,0.40060632708638777
292,0.02179591524064143
293,0.027542734867271663
294,0.016603432081539433
295,0.03260291397667822
296,0.02700629274293239
297,0.16930276886284903
298,0.021941407307022934
299,0.13684974861157145
300,0.0029424163890257346
301,0.0005355304389740879
302,0.00444572296894782
303,0.011413698072417164
304,0.15937863780680317
305,0.0025110131874868575
306,0.010285960549544119
307,0.0252197286788936
308,0.0031844179992973664
309,0.05107957399306731
310,0.08174496007108105
311,0.0011278363349497397
312,0.15167230037317125
313,0.005182192945142008
314,0.02373870716552688
315,0.026480306420899526
316,0.04707929139320166
317,0.065422673796448
318,0.04179659036248211
319,0.18460345966420236
320,0.0018845023809867588
321,0.014542686275488754
322,0.07917364514228067
323,0.051120771134531645
324,0.007438442860643327
325,0.005072640931783087
326,0.006221959386172475
327,0.163147712677671
328,0.14154288742952995
329,0.03573628218730956
330,0.19927207468896713
331,0.008735533999934425
332,0.26436010114927777
333,0.13434260304536852
334,0.03469941996366962
335,0.11230634680098518
336,0.007252317580129047
337,0.05317622532317323
338,0.0027237525160075647
339,0.21555442341158887
340,0.03982117577402207
341,0.0015617473687964023
342,0.027788463562627378
343,0.03193282911600905
344,0.02516596800057436
345,0.008751996224788306
346,0.0037130995522206165
347,0.08727362490228222
348,0.011234800782177503
349,0.006493885418074463
350,0.17028332163655446
351,0.014343502997730127
352,0.07813185713148249
353,0.0647631331812673
354,0.012880503287585218
355,0.005580952972852238
356,0.06856927420364185
357,0.011448310337184374
358,0.10458855198626867
359,0.005558479897002727
360,0.050651635526334796
361,0.07460660217982985
362,0.011995547971234182
363,0.08834321047431891
364,0.005755967377191007
365,0.15309725233168564
366,0.009763597358481048
367,0.3354864409130915
368,0.05545082837030087
369,0.08389312134293693
370,0.058355897746713695
371,0.2720654438659498
372,0.6388619937537531
373,0.006160492144829411
374,0.3012591315414992
375,0.031926405258381974
376,0.03196649654413106
377,7.846458880021879e-06
378,0.06288561670760623
379,0.1600800250090155
380,0.029099348270888475
381,0.002060076463674571
382,0.0006157239641859871
383,1.7864320086538045e-05
384,0.03243110001894323
385,0.03192101960402635
386,0.05545434573821783
387,0.03571831283379267
388,0.021452182376299624
389,0.00468012012445996
390,0.0001589827128279855
391,0.06361188033463677
392,0.032862778853962306
393,0.044985547937826706
394,0.16476318585339714
395,0.025741794567953946
396,0.1401241175714022
397,0.021852970917880875
398,0.2535841718949663
399,0.005724447332544535
400,0.09240864854661544
401,0.19763722147574686
402,0.0059600056036396174
403,0.08221927547282747
404,0.2209996560601335
405,0.12326706597326445
406,0.10291357971229376
407,0.272696402746174
408,0.008069471169966322
409,0.022467074024176185
410,0.18158650063238976
411,0.06504082684405549
412,0.010261852977695388
413,0.04118780562209793
414,0.23911128291674918
415,0.013273392262270074
416,0.08200975135059013
417,0.03578616963546986
418,0.0023006211349963428
419,0.01711718770139433
420,0.035976357655264475
421,0.02569639718454387
422,0.08599334596054921
423,0.46074491306975907
424,0.006795850193856756
425,0.13624294028583853
426,0.11769793706058901
427,0.11343917302563401
428,0.12128837993983091
429,0.15167119480953378
430,0.18592466296337837
431,0.31730294694485683
432,0.14356744765587548
433,0.23788692809872966
434,0.3933032004027213
435,0.24843898662949632
436,0.08548098244856597
437,0.1503784151120404
438,0.21467536858217598
439,0.04040665155118776
440,0.1684119161060443
441,0.13121885858301371
442,0.3180018702157732
443,0.0590965809132422
444,0.32388219819907343
445,0.0035199279983264245
446,0.0802308373212024
447,0.11162734886673063
448,0.1068237901910995
449,0.1137618915438125
450,0.028549635276481224
451,0.007119183306794046
452,0.000771251650047402
453,0.05859781085888523
454,0.13285919591947737
455,0.13514833727790457
456,0.09458652915486339
457,0.2180588260070502
458,0.0632568228195093
459,0.1423626531085512
460,0.35069088816920374
461,0.07972927123442296
462,0.09326872726729288
463,0.023156879733565252
464,0.0330748249959644
465,0.16758801526778666
466,0.17902388625422622
467,0.4215748747099417
468,0.43492761322824597
469,0.14607692108520612
470,0.20025117379901639
471,0.325032881878766
472,0.015307757116207438
473,0.14077191915373855
474,0.22352393574986382
475,0.16163855921854248
476,0.05272805292991797
477,0.22737057724947196
478,0.2685649145272568
479,0.14095291169187063
480,0.04382538793030544
481,0.17893966510108944
482,0.6618967466355402
483,0.4835706267429059
484,0.3634512621634859
485,0.215309070219885
486,0.18663548849639144
487,0.3700619596030627
488,0.18340518889637092
489,0.1188793976804364
490,0.10972793982352505
491,0.3266508848535059
492,0.541013944186235
493,0.026605602064511152
494,0.2957076598705599
495,0.37786481836705177
496,0.1184595642221775
497,0.6784550282830025
498,0.6534698317380827
499,0.6221792915244794
500,0.10557744240817866
501,0.3158792850971442
502,0.25342865349743116
503,0.14302652038644276
504,0.39010185726593316
505,0.33524888412018977
506,0.22961010531232398
507,0.23774432674746188
508,0.33950564797282423
509,0.08504291288334699
510,0.03623550060038198
511,0.15123362114948324
512,0.021321275561637994
513,0.24047633519971856
514,0.23241140119669618
515,0.192579138686156
516,0.0009930623834074734
517,0.09623759989486262
518,0.3491486450683513
519,0.034696685308811655
520,0.021723328505777444
521,0.20711942855719878
522,0.12001143317426619
523,0.02455453197897976
524,0.16456047398743504
525,0.19854231178941648
526,6.680364000402569e-05
527,0.10900175256117293
528,0.000423824287006731
529,0.012266689220969466
530,0.09200380941166122
531,0.057998321128651414
532,0.2040767956121845
533,0.04315874762652842
534,5.291114445246593e-05
535,0.05195241751858004
536,0.007645074303991575
537,0.015250143870117194
538,0.0918192789013219
539,0.00043238273153766474
540,0.10994141387436449
541,0.06924087918888319
542,0.004047755745135697
543,0.25836649230311043
544,0.027722533672132524
545,0.007907174729853679
546,0.22082752527804186
547,0.01725829358818697
548,0.13660570740332728
549,0.05494194843788781
550,0.01043896010307227
551,0.02671503135130349
552,0.010698757177554034
553,0.011542960379433193
554,0.019022213498262275
555,0.03413469638809765
556,0.05675185079058678
557,0.07073981905705888
558,0.010295225688222205
559,0.005896641731563346
560,0.0026812531016622444
561,0.00683298414722856
562,0.023699547709359368
563,0.020846493512892736
564,0.16905946718257364
565,0.057754248831901896
566,0.023318986141377562
567,0.03529449755062464
568,0.010431643925859947
569,0.014465016315960687
570,0.10946027568738614
571,0.06618307970420345
572,0.3421727767326995
573,0.009757550562967208
574,8.859510299273092e-05
575,0.07004354941295768
576,0.00345499132052916
577,0.003818143875560382
578,0.09684591665871987
579,0.005442769272977382
580,0.008075581575216999
581,0.037748708979011385
582,0.009511370368812508
583,0.029655988303697287
584,0.1591390027684403
585,0.006368188702730811
586,0.017767033014169153
587,0.001125555463764531
588,0.06892495162757749
589,0.07483628981710491
590,0.018590772868478826
591,0.03423234717931679
592,0.010037213544906281
593,0.06572526089507537
594,0.0004974489022052514
595,0.0004198499720536213
596,0.17550710591033616
597,0.0032559849238260326
598,0.031900614795216865
599,0.0011579089626916378
600,0.013276864931602777
601,0.021423386811025964
602,0.028937721446929774
603,0.005154810054480365
604,0.0003089399172358194
605,7.991136138910836e-06
606,0.0025996296746609673
607,0.022200996406870625
608,0.0005242376337114024
609,7.427098752381342e-05
610,0.0002932817280010819
611,0.0010252350447867424
612,0.00048750495005112803
613,0.0015936270904493234
614,0.07132537555959804
615,0.01616718747220734
616,0.0050276051901005404
617,0.026024470899400808
618,0.013996603266266606
619,0.09750158014554128
620,0.027732617842059104
621,0.0024931671017413117
622,0.06554256438292627
623,0.08713480561719722
624,0.07307664784488821
625,0.10907221912466111
626,0.004682466757104721
627,0.16764508897760172
628,0.004572754725862404
629,0.008415825419887219
630,3.051668310094886e-07
631,0.011218346378442337
632,0.05832456271519397
633,0.011736828545813881
634,0.09881005352755678
635,0.0026927627429595598
636,0.04146656197205416
637,0.07868617688113555
638,0.16117432357724917
639,0.02121089634875012
640,0.13353824746918783
641,0.031223478837178197
642,0.009025723041221555
643,0.009469888403989482
644,0.0006240208450939128
645,0.009554929863047821
646,0.0031047613066478093
647,0.04138229519413558
648,0.09401171548190444
649,0.006474199800765257
650,0.038494829057979345
651,0.004696851519081177
652,0.0017083712070227984
653,0.08849886126607029
654,0.09957529541916245
655,0.005401846608843111
656,0.00032944081432693354
657,0.16940445689889258
658,0.012813319862538105
659,0.1337732088153191
660,0.22603404823201206
661,0.00048066786957837144
662,0.18244768079521637
663,0.07410726207686298
664,1.8101592963219292e-05
665,0.11839040214246778
666,0.19662011219068617
667,0.1832555072327169
668,0.02064432902413172
669,0.07850477317449325
670,0.024877365125955675
671,0.016277991839811483
672,0.004608009294223162
673,0.01749883831864208
674,0.013890694880983
675,0.03157101777192843
676,0.0060191869852579735
677,0.11411406458846443
678,0.20700334783307442
679,0.06650657320913805
680,0.156890450549154
681,0.14435228614787934
682,0.05096063891483448
683,0.06938307625288498
684,0.047035005470772606
685,0.055470176037491055
686,0.002146516529052314
687,0.16516433533343278
688,0.003407886692118145
689,0.005514002160479281
690,0.010108460901725149
691,0.001665801873900661
692,0.022697717171516713
693,0.06787424261305727
694,0.002032877302129471
695,0.0023459484924045824
696,0.3474432421047137
697,0.2658815127748634
698,0.003410872475836641
699,0.1353092540049247
700,0.003755997392398411
701,0.32617418215122024
702,0.0030702011674014905
703,0.0895200798579349
704,0.1060945590904463
705,0.09289533185082521
706,0.1495317847405977
707,0.024255281624696562
708,0.004297543508904102
709,0.11335062653728148
710,0.051046187573230865
711,0.11366911205769328
712,0.037607837835876776
713,0.3644252601089257
714,0.20231469713475717
715,0.13692243133505352
716,0.15843043245195146
717,0.0005191009056111699
718,0.0176633701720204
719,0.0029516405970481056
720,0.08759035564185166
721,0.13267444886390076
722,0.0132191857418363
723,0.1800781907997565
724,0.24307336016542982
725,0.03526883813060647
726,0.06951452128797776
727,1.0006771928597198
728,0.4009079320212172
729,0.21762733690364044
730,0.15685381235101004
731,0.046724674707170184
732,0.031366179824720695
733,0.2036478828514372
734,0.19589001961558367
735,0.008704506445792841
736,0.009371210450923827
737,0.17207801563635922
738,0.015936422452725005
739,0.04370289462524644
740,0.02724136251108423
741,0.0034572019096591085
742,0.07386365107841929
743,0.047800900845784894
744,0.13753615441022993
745,0.20030147579252625
746,0.0016229311626813287
747,0.3659096586648435
748,0.1593374389458889
749,0.15895419709113667
750,0.9817746163926705
751,0.3052060117894074
752,0.20544459756966163
753,0.08682903898227451
754,0.0015700696896902254
755,0.0008841974666447562
756,0.00010007297657181297
757,0.232376308005443
758,0.1058820158207872
759,0.00439871503055076
760,0.01779753351091752
761,0.029680180409811432
762,0.00303992480833206
763,0.14984549708099992
764,0.010428506636548816
765,0.04117174536914972
766,0.0010413732513471314
767,4.372854223925847e-07
768,0.06149713877947892
769,0.05602310161703963
770,0.04088346484227799
771,0.21012468432108727
772,0.17765316157308922
773,0.08140631743694025
774,0.21902474151422827
775,0.03383733670793689
776,0.0072270467263713155
777,0.07966366068511117
778,0.10034103806525058
779,0.026622452350750437
780,0.24853940160698848
781,0.2677742336797337
782,0.0437438090290996
783,0.0351348060178742
784,0.07208845018986464
785,0.004757376648431752
786,0.07423248617360863
787,0.03495395359396862
788,0.008268037020111063
789,0.06981607336343534
790,0.08963653327870455
791,0.0024467325251517963
792,0.003297408599898785
793,0.027461316855177925
794,0.0003884904739593228
795,0.15699696551677653
796,0.20681985041641862
797,0.024760666235768884
798,0.025025314288481086
799,0.0072635702790621905
800,0.0008857375866924979
801,0.00016666566471001655
802,4.723196421194832e-09
803,0.01218157051354231
804,0.05218400338834515
805,0.00844099987142131
806,0.0009343845761730982
807,0.003440837539894038
808,0.026305211029120958
809,0.000664055889641346
810,0.005753819109187698
811,0.05272978163288976
812,0.0067305917322242614
813,0.00011024666367112933
814,0.00016149214551817737
815,0.040254878781266774
816,0.0015394603952629635
817,0.2494472435707592
818,0.007625295713386312
819,0.15552723024398957
820,0.01785083237783646
821,0.07249161051431097
822,0.016118451998114302
823,0.02913195745539778
824,0.007182063378662126
825,0.00364862629631038
826,0.012540406625639457
827,0.0020450122167049996
828,0.0934813699183863
829,0.02434800273257113
830,0.011306163952637014
831,0.008839053618499716
832,0.14117217436095697
833,0.00011889700799992761
834,0.03994180950859483
835,0.00017508779016064775
836,0.1832012154079795
837,0.0020974459788948895
838,0.006436485833554308
839,0.02887139885548909
840,0.024617469665886585
841,0.03049413978253569
842,0.0004145056122486535
843,0.04444862331274406
844,0.001711126725967707
845,0.12294708963375332
846,0.05105705027287734
847,0.011525192175821904
848,0.0011338034324554318
849,0.15096253403083834
850,0.10850596886741382
851,0.08791774330927195
852,0.01016018620408677
853,0.28457867475706816
854,0.08683571878982482
855,0.10838429545810098
856,0.0357265128287946
857,0.2899209432586163
858,0.24795969488625844
859,0.08204322938485789
860,0.4921129139100973
861,0.3488723705779901
862,0.1730719108831797
863,0.1738176180321464
864,0.24227311626955378
865,0.019762378489057045
866,0.05687182091021862
867,0.017900134178115836
868,0.06506511168617563
869,0.0030858791265227616
870,0.030107455537138433
871,0.04354634131617385
872,0.22397160151735648
873,0.08966969603705244
874,0.22377634692255743
875,0.08224354237935759
876,0.030845412681551054
877,0.06651633708916697
878,0.15231942752452593
879,0.028581760495120536
880,0.1921434205440764
881,0.0632740413875093
882,0.034165200098990774
883,0.0036693144561467214
884,0.13879614093343012
885,0.025401494066748322
886,0.3269726086829496
887,0.020318137730011825
888,0.07647932674628456
889,0.36213282279840553
890,0.2544824074781508
891,0.1038108730800161
892,0.00296364540017712
893,0.18788709923163782
894,0.1498071137953967
895,0.05451740214925762
896,0.00553094270432362
897,0.0670997566804086
898,0.14490525898628398
899,0.016257076666639482
900,1.1549510786589038e-05
901,0.20672305891928935
902,0.20482040330514986
903,0.5280966616443165
904,0.03812080530739112
905,0.07451646665219676
906,0.13500835822167198
907,0.0510577246503125
908,0.0034497886955941887
909,0.009886225741340852
910,0.005367408995732172
911,0.020861291498693153
912,0.023919315563114937
913,0.042812903348526124
914,5.493347352999035e-05
915,0.06472449989981398
916,7.991332057214692e-05
917,0.01180650983058423
918,0.00015245413693813504
919,7.164232810804463e-05
920,0.002189293769612851
921,0.023181149887629468
922,0.05439620791694643
923,0.0004103815636308878
924,0.003030950029143686
925,1.2122283409843169e-05
926,0.3446415115114871
927,0.003961063681788676
928,0.021818576332762185
929,0.04326046098796092
930,0.07113088827440034
931,0.047032591504131555
932,0.006557096919421554
933,0.007649633010314789
934,0.17816992910343177
935,0.057555047689545266
936,0.03156332059504408
937,0.02072719956529426
938,0.019525609616033147
939,0.03742402093920613
940,0.02823336909133942
941,0.027024670871835816
942,0.012426269871980637
943,0.0360259187319547
944,0.032395511169366065
945,0.008180850138889646
946,0.008374789029182438
947,0.015882793927378715
948,1.0177756561170195e-06
949,0.0007993180840241206
950,0.007396816942730988
951,0.010165895003899821
952,0.503825453733198
953,0.008922686176812007
954,0.0044140356910744175
955,0.06721708477286915
956,0.09577801690358834
957,0.0664391990711544
958,0.23030534204610315
959,0.14710502907256648
960,0.04343415014422754
961,0.16200377867971225
962,0.2067209667274159
963,0.12314446851259649
964,0.24291302275178372
965,0.0713531958809383
966,0.0913330326770266
967,0.147083867444649
968,0.09029868586432763
969,0.10442815277913782
970,0.23408881520280087
971,0.006973691200988481
972,0.12609045794922688
973,0.007198926457037659
974,3.8353906444265015e-05
975,0.0033528296653921067
976,0.005517393253719689
977,0.2752396023006394
978,0.0023163986657761594
979,0.0346009829979212
980,0.15278365552185608
981,0.10319476410428506
982,0.07713607171940985
983,0.05834537659769372
984,0.05280112145802309
985,0.11785775486900106
986,0.09497727807185176
987,0.22274325017744448
988,0.13867309916114737
989,0.05170246683014088
990,0.013324397349575374
991,0.04987780834345331
992,0.013753878114478826
993,0.08496750356053474
994,0.001455769772268534
995,0.06638146556925104
996,0.051357685157664756
997,0.005029699769788211
998,0.02566657202393151
999,0.03510245308072325
1000,0.18185954740667548
1001,0.04520388069121102
1002,0.028470185290914475
1003,0.014868452347896128
1004,0.020959070835794673
1005,0.013922890549320414
1006,0.09141865981134907
1007,0.06036252911082897
1008,0.16847464895673125
1009,0.19909199538245925
1010,0.08568084579701978
1011,0.11068699895460204
1012,0.08428350656976051
1013,0.019121028265659142
1014,0.01784932986923982
1015,0.04142529476256806
1016,0.19647116908802653
1017,0.04158752928406825
1018,0.01975165926332198
1019,0.11943877236491089
1020,0.09359816295829586
1021,0.04783341355225801
1022,0.062109650509967175
1023,0.12907100523424866
1024,0.008719453619549322
1025,0.06450037650574363
1026,0.040033440140706304
1027,0.064534838083322
1028,0.053385252850161165
1029,0.10324286971460181
1030,0.0012814223400881319
1031,0.13994524566878336
1032,0.003495260797746755
1033,0.0173503442431722
1034,0.0266562195529109
1035,0.07364088613198116
1036,0.24255667865009986
1037,0.03309893832482496
1038,0.06503434797720961
1039,0.02425331356794349
1040,0.11504882512161962
1041,0.0026352857245370916
1042,0.040897708050425946
1043,0.005951258868185585
1044,0.13828178902542754
1045,0.03191426375182087
1046,0.023679890046633425
1047,0.09996943646511323
1048,0.05408611463950553
1049,0.02699186644230325
1050,8.422919807452569e-06
1051,0.03131307337680534
1052,0.0011403684753942783
1053,0.0015177290149536397
1054,0.026831649269854776
1055,0.004171338260602163
1056,0.0009550999966422869
1057,0.09165384744620506
1058,0.02830039234745387
1059,0.003120974655447714
1060,0.123478485325817
1061,0.05653130946331292
1062,0.11586168018203265
1063,0.03922761149450132
1064,0.005356158698505175
1065,7.6091147760011096e-06
1066,0.0008366687469617018
1067,0.05179287535177511
1068,0.07104892145824242
1069,0.2619606216735338
1070,0.03827840260898916
1071,0.16660999095147042
1072,0.08767345832294178
1073,0.1591692377494206
1074,0.012601270544024337
1075,0.10853085529282226
1076,0.05258209253810012
1077,0.04831758524071956
1078,0.04799596197801162
1079,0.054278747711172776
1080,0.03845679155457731
1081,7.303000146098549e-05
1082,0.0003642211208946445
1083,0.02051347078518328
1084,0.03539931035098644
1085,0.031692686689482226
1086,0.01083841702701268
1087,0.08165912949084046
1088,0.21672095433011027
1089,0.1132368934248563
1090,0.18191099675207442
1091,0.4998042872664325
1092,0.15343024121704374
1093,0.1710726852814862
1094,0.2093079223140849
1095,0.16769272251844686
1096,0.1357316360387505
1097,0.13285749552816925
1098,0.04470643106259277
1099,0.08826354785679212
1100,0.008601086903757533
1101,0.09433845772508463
1102,0.13155476215361195
1103,0.06859384566452288
1104,0.32898540294070333
1105,0.07075945880616263
1106,0.025440817418695614
1107,0.13038107729686377
1108,0.008722076940698867
1109,0.10216265221278627
1110,0.04787102509425249
1111,0.0010459771053666158
1112,0.07128439208422993
1113,0.08211526570932053
1114,0.08624756588751231
1115,0.03832709492231099
1116,0.13181270519878355
1117,0.21540061175844685
1118,0.10558319207373111
1119,0.20873980183693827
1120,0.24419623032569057
1121,0.28341886955309753
1122,0.20616776994554845
1123,0.34735156419577146
1124,0.027562470242067334
1125,0.15444652006114984
1126,0.056075539290405825
1127,0.20742347728089558
1128,0.2469170922437183
1129,0.08835768982046655
1130,0.1781386619927531
1131,0.25175396995722177
1132,0.07566158618385418
1133,0.1778079566934106
1134,0.6613635092644842
1135,0.011691762846844578
1136,0.012908883065159573
1137,0.1926493056348528
1138,0.061804165507601275
1139,0.05686502453242794
1140,0.03599576305734545
1141,0.16591073086129363
1142,0.007623753749256501
1143,0.010536412310097502
1144,0.3276668116283483
1145,0.001418411873512402
1146,0.004060971855386171
1147,0.0028075924183892653
1148,0.04449897426036679
1149,0.03642462308136815
1150,0.07341816003170429
1151,0.020462729955068166
1152,0.2209316681667122
1153,0.10208368004494207
1154,0.0060138026001699905
1155,0.032834350925121054
1156,0.041887581333392716
1157,0.016496725864111023
1158,0.03385338768762082
1159,0.0031855448105679355
1160,0.00016344966424301525
1161,0.4959367546114014
1162,0.04619613313006954
1163,0.1134505948971498
1164,0.004445297911649881
1165,0.009234707554234644
1166,0.1322863253766438
1167,0.3960459770256597
1168,0.05605178667104466
1169,0.02186441868637573
1170,0.0004678858267224853
1171,0.2565730724519562
1172,0.31757992368414784
1173,0.01453847620862838
1174,0.029758014618802363
1175,0.03317831572502887
1176,0.20755961481871232
1177,0.10733233606943418
1178,0.018873511702180934
1179,0.014910834249221726
1180,0.027813865485723052
1181,0.008333756873910903
1182,0.0018654883204202032
1183,0.02453105618170383
1184,0.03309788304038273
1185,5.250524024257599e-05
1186,0.0012604581486976134
1187,0.0043501651851838765
1188,0.00042980744824170486
1189,0.08987988328779607
1190,0.04826744707454688
1191,0.005809865934076959
1192,0.016549410015237055
1193,3.309963373097059e-05
1194,0.005703470055612163
1195,0.02903623115041134
1196,0.032186375421539896
1197,0.004083504977024257
1198,0.00035872268322655656
1199,0.07267363813657914
1200,0.028606044028045882
1201,0.0202420183854784
1202,0.010516364640508084
1203,0.16043716155950485
1204,0.013417514251209777
1205,0.2969687726142343
1206,0.16427135047354635
1207,0.00811282992126923
1208,0.05460408341450628
1209,0.02313528990453038
1210,0.02538241584057639
1211,0.03279806075587426
1212,0.03395788892024763
1213,0.00034314122408655615
1214,0.01617676139510359
1215,0.05730501785049144
1216,6.21224178795813e-06
1217,0.00482300968412858
1218,0.0010758505223466249
1219,0.015557747317445384
1220,0.00808345991314449
1221,0.1030755768824041
1222,0.0016611837763914712
1223,0.03644978823726798
1224,0.06565246228145583
1225,0.044530112217038585
1226,0.1002443832556906
1227,0.05084533870762688
1228,0.15244996026639446
1229,0.10861787247065317
1230,0.20450383858775667
